year,citation,url
2026,"Hyo Jun An, Jae Hyung Park, Yujin Kim, Sehee Kwon, Hyunjun Chung, Yuseong Go, JinHo Song, Joon Eon Yang, Sung Joong Kim, ""Numerical Assessment of Flooding Safety System Mitigation Performance During an Out-CV LOCA Scenario in a Small Modular Reactor using MELCOR Code"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 6–8, 2026.",
2026,"Yujin Kim, Hyo Jun An, JinHo Song, Joon Eon Yang, Sung Joong Kim, ""Preliminary Numerical Analysis of Heat Load Sharing Characteristics between PAFS and PCCS under PECCS Failure Conditions"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 6–8, 2026.",
2025,"Ok Hyeon Lee, Cheolwoong Kim, JinHo Song, Joon Eon Yang, Sung Joong Kim, ""Investigation of Nodal-Level Effects on the OPR1000 Steam Generator Using CINEMA"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Se Hee Kwon, Hyo Jun An, Geunyoung Byeon, JinHo Song, Joon Eon Yang, Sung Joong Kim, ""Preliminary Analysis of Total Loss of Feedwater Accident Scenario for i-SMR Using MELCOR Code"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Yujin Kim, Joon Young Bae, Cheolwoong Kim, JinHo Song, Joon Eon Yang, Taewoo Kim, Mi Ro Seo, Yoonhee Lee, Sung Joong Kim, ""Feasibility Study of Development in Machine Learning Prediction Models For Cavity Parameters in OPR1000"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Cheolwoong Kim, Joon Young Bae, Yujin Kim, JinHo Song, Joon Eon Yang, Taewoo Kim, Mi Ro Seo, Sung Joong Kim, ""A Preliminary Study on the Application of Reinforcement Learning for Decision Making in Severe Accident Scenarios"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Jaemin Han, Ye Hwan Chun, Juhyeong Lee, JinHo Song, Sung Joong Kim, ""Assessment of Molten Salt Pool Solidification with Decay Heat Using a 2D CFD-Informed 1D Steady-State Heat-Transfer Model"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Dowon Lee, Juhyeong Lee, JinHo Song, Sung Joong Kim, ""A Coupled OpenFOAM-GEMS Framework for Simulating Fission Product Release from Molten Salt Reactors"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Sinho Kim, Juhyeong Lee, Joon Young Bae, JinHo Song, Joon Eon Yang, Sung Joong Kim, ""A Robust Training Framework for Physics-Informed Neural Operators in Stiff Systems Application to DNP Transport in Molten Salt Reactors"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"Hyo Jun An, Jae Hyung Park, JinHo Song, Joon Eon Yang, Taeseok Kim, Sung Joong Kim, ""Assessment of Filmwise Wall Condensation Heat Transfer Models in SPACE Code Using Experimental Data and MARS-KS"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 29-31, 2025",
2025,"SeHee Kwon, “Time Step Sensitivity Analysis for Stable Simulation of the OPR1000 LOCA scenario Using the CINEMA”, International Congress on Advances in Nuclear Power Plants (ICAAP-2025), Antibes, France, September, 17-19, 2025",
2025,"Hyo Jun An, “Validation of SPACE Code in terms of Filmwise Wall Condensa-tion Heat Transfer using Experiments and MARS-KS Code”, International Congress on Advances in Nuclear Power Plants (ICAAP-2025), Antibes, France, September, 17-19, 2025",
2025,"Won Jun Choe, “Development of Scaling Laws and Distortion Evaluation for the Passive Molten Salt Fast Reactor (PMFR)”, International Congress on Advances in Nuclear Power Plants (ICAAP-2025), Antibes, France, September, 17-19, 2025",
2025,"Dowon Lee, “Optimization of system-integrated helical shell and tube heat exchanger of Passive Molten Salt Fast Reactor using GAMMA+ code”, International Congress on Advances in Nuclear Power Plants (ICAAP-2025), Antibes, France, September, 17-19, 2025",
2025,"Ji hun Im, “Comparative Analysis of Helical Coil Heat Exchanger Configurations in a Passive Molten Salt Fast Reactor: Tube-Side and Shell-Side Fuel Salt Allocation”, International Congress on Advances in Nuclear Power Plants (ICAAP-2025), Antibes, France, September, 17-19, 2025",
2025,"Won Jun Choi, Jae Hyung Park, Sinho Kim, JinHo Song, Sung Joong Kim, “Design of a Two-Phase Molten Salt Natural Circulation Loop Based on Scaling Laws and Preliminary Analysis Using OpenFOAM”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Jihun Im, Jae Hyung Park, Seungmin Lee, JinHo Song, Sung Joong Kim, “Evaluating Hydrogen Production by Electrolysis Coupled with Passive Molten Fast Salt Reactor (PMFR)”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Ye Hwan Chun, Jae Hyung Park, Sang Mo An, Sung-Il Kim, JinHo Song, Jae Min Han, Sung Joong Kim, “Numerical Analysis of Low-leakage Molten Salt Spreading behavior and Solidification in NaCl-KCl-UCl3”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Juhyeong Lee, Do won Lee, Yonghee Kim, Sangtae Kim, Sung Joong Kim, “Optimizing Core Stability and Flow in Passive Molten Salt Fast Reactors Using GeN-Foam”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Cheolwoong Kim, Jae Hyung Park, Hyo Jun An, Ok Hyeon Lee, Sang Ho Kim, JinHo Song, Joon Eon Yang, Sung Joong Kim, Seokgyu Jeong, Joon Young Bae, Jaehyun Ham “Numerical Investigation on Key Conditions for Metal Containment Vessel of i-SMR during Loss of Coolant Accident”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Yun Sik Cho, Ye Hwan Chun, JinHo Song, Sung Joong Kim, “Development of Phase Transition Model a Salt Spill Behavior Analysis Using Moving Particle Semi-implcit Method”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Se Hee Kwon, Juhyeong Lee, Joon Young Bae, Yujin Kim, Joon-Eon Yang, JinHo Song, Sung Joong Kim, “Characteristic Features of Fission Product Behavior by CINEMA and MELCOR Codes during Severe Accidents of OPR1000”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Hyo Jun An, Jae Hyung Park, Taeseok Kim, Geunyoung Byeon, Yujin Kim, JinHo Song, Sung Joong Kim1, “Validation on Condensation Heat Transfer Models of SPACE and MARS-KS based on Condensation Experiment Facility for Small Modular Reactor Passive Safety System”, 21st International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-21), Busan, Korea, August-September, 31-5, 2025",
2025,"Jihun lm, Jae Hyung Park, Sinho Kim, JinHo Song, Joon-Eon Yang, Sung Joong Kim, ""Preliminary Assessment of Hydrogen Production Potential in a Passive Molten Salt Fast Reactor with SCO₂ Power Cycle and Electrolysis"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Won Jun Choi, Jae Hyung Park, JinHo Song, Sung Joong Kim, ""Two-phase flow Analysis Using GAMMA+ and Comparison with the Adiabatic Two-Phase Experiment"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Ye Hwan Chun, Jae Min Han, In Han Kang, JinHo Song, Sung Joong Kim, Sang Mo An, Sung-Il Kim, ""Numerical Analysis of Cl-based Molten Salt Spreading and Heat Transfer using CFD-code"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Beomjin Jeong, Geunyoung Byeon, Namgook Kim, Sung Joong Kim, ""Reduction of Radiative Heat Loss in Small Modular Reactors Through Thermal Radiation Shielding: An Experimental and CFD Approach"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Geunyoung Byeon, Beomjin Jeong, Namgook Kim, JinHo Song, JoonEon Yang, Sung Joong Kim, ""Experimental Investigation of Radiative and Convective Heat Transfer Coefficients in a Metal Containment Vessel for Small Modular Reactors under Steady-State Conditions"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Se Hee Kwon, Chang Hyun Song, Cheolwoong Kim, Yujin Kim, JinHo Song, Sung Joong Kim, Sang Ho Kim, Jaehyun Ham, Seokgyu Jeong, ""Preliminary Analysis of Investigation on i-SMR Station Blackout Scenario Using Severe Accident System Code"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Yongjun Lee, Okhyeon Lee, Yujin Kim, JinHo Song, JoonEon Yang, Sung Joong Kim, ""Uncertainty Analysis on Fission Product Release Fractions in the SIRIUS Module of the CINEMA Code Based on Correlation Analysis"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Joon Young Bae, JinHo Song, Sung Joong Kim, ""Physics-Informed Neural-Network Replacement of the Heat-Conduction Solver in MELCOR"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Cho Yun-Sik, Kim Sung Joong, Song JinHo, ""Numerical Analysis of Core Melt Solidification and Spreading Behavior Using the MPS Method"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Jae Hyung Park, Yujin Kim, Hyo Jun An, Jihun Im, JinHo Song, Sung Joong Kim, ""Reactor Power and Thermal Safety Margin in a Natural Circulation Small Modular Reactor Adopting TOP Lattice Core Design"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Seungmin Lee, Dowon Lee, Juhyeong Lee, Sung Joong Kim, ""Parametric Effects of Helical Coil Heat Exchanger Design on Thermal-Hydraulic Performance of Passive Molten Salt Fast Reactor"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Dowon Lee, Juhyeong Lee, Seungmin Lee, Jihun Im, JinHo Song, Sung Joong Kim, ""Design of the Heat Exchanger for Passive Molten Salt Fast Reactor using GAMMA+"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Juhyeong Lee, Ye Hwan Chun, Sung Joong Kim, ""Investigation of Freeze Valve Release Models Applicable for Molten Salt Reactor by OpenFOAM Code"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2025,"Cheolwoong Kim, HyoJun An, Yujin Kim, JinHo Song, Joon Eon Yang, Sung Joong Kim, Sang Ho Kim, Jaehyun Ham, Seokgyu Jeong, ""Comparative Investigation for Uncertainty Analysis on LOCA of i-SMR"", Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 21-23, 2025",
2024,"Se Hee Kwon, Chang Hyun Song, JinHo Song, Sung Joong Kim, ""COMPARATIVE ANALYSIS OF SBLOCA SEQUENCES OF OPR1000 USING CINEMA AND MELCOR CODES"", The 13th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety, Seoul, Korea, November 10-13, 2024",
2024,"Chang Hyun Song, JinHo Song, Sung Joong Kim, ""Comparative Analysis of Accident Progression Prediction Capabilities for Loss of Coolant Accidents in i-SMR between CINEMA and MELCOR Codes"", The 13th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety, Seoul, Korea, November 10-13, 2024",
2024,"Hyo Jun An, Jae Hyung Park, JinHo Song, Sung Joong Kim, ""Numerical Investigation on Accident Management Strategies of Flooding Safety System for Small Modular Reactor Under Station Blackout Accident"", The 13th Korea-Japan Symposium on Nuclear Thermal Hydraulics and Safety, Seoul, Korea, November 10-13, 2024",
2024,"Se Hee Kwon, Chang Hyun Song, JinHo Song, Sung Joong Kim, ""Comparative Analysis on the Fission Product Behavior under the SBLOCA Scenario in OPR1000 Using CINEMA and MELCOR Codes"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 23-25, 2024",
2024,"Yongjun Lee, Chang Hyun Song, JinHo Song, Sung joong Kim ""Uncertainty Analysis of the SIRIUS Module in the CINEMA Code with a Focus on Aerosol Behavior and Correlation Factors Based on Linear Regression"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 23-25, 2024",
2024,"Geunyoung Byeon, JinHo Song, Sung Joong Kim, ""Experimental Study on the Heat Loss Mechanism in a Metal Containment Vessel under Various Gap Conditions during Normal Operation of a Small Modular Reactor"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 23-25, 2024",
2024,"Do Won Lee, Won Jun Choi, YeHwan Chun, Juhyeong Lee, Jin Ho Song, Sung Joong Kim, ""Preliminary analysis reflecting the radiation model under the two-phase system to simulate the solidification of spilled salt using OpenFOAM"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 23-25, 2024",
2024,"Seung Gyu Hyeon, Jae Hyung Park, Hyo Jun An, Won Jun Choi, JinHo Song, Sung Joong Kim, ""Investigation of the Thermal Hydraulic Characteristics of the Natural Circulation SMR Under the Rolling and Inclined Condition Using MARS-KS Code"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 23-25, 2024",
2024,"Beomjin Jeong, Geunyoung Byeon, Namgook Kim, Sung Joong Kim, ""Computational Validation of Thermal Radiation Shielding Effectiveness in Metal Containment Vessels for Small Modular Reactors Using CFD Analysis"", Transactions of the Korean Nuclear Society Autumn Meeting, Changwon, Korea, October 23-25, 2024",
2024,"Hyo Jun An, Jae Hyung Park, JinHo Song, Sung Joong Kim, ""Investigation of Effect of Metal Containment Vessel Wall Thickness on Initial Decay Heat Removal with Flooding Safety System using MELCOR Code"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Cheolwoong Kim, Jae Hyung Park, Joon Young Bae, Chang Hyun Song, Yongjun Lee, Sung Joong Kim, ""Understanding MELCOR CVH/FL Governing Equations for Future AI Application"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Beomjin Jeong, Geon Hyeong Lee, Geunyoung Byeon, Namgook Kim, Sung Joong Kim, ""Numerical and Experimental Study of Radiative Heat Transfer with Radiation Shielding for Application of Metal Containment Vessel Design in Small Modular Reactor Development"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Jihun Im, Jae Hyung Park, Won Jun Choi, Sangtae Kim, Sung Joong Kim, ""Investigating the Influence of PCM Properties, Containment Geometry, and Initial Conditions on the Transient behavior of a PCM-Based Heat Removal System for Passive Molten Salt Fast Reactor"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Yongjun Lee, Chang Hyun Songa, Joon young Bae, JinHo Songa, Sung Joong Kim\* , ""The Impact of Thermal-Hydraulic Information on Nuclear Fission Product Behavior Simulation Using the SIRIUS Module in the CINEMA Code"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Geunyoung Byeon, Beomjin Jeong, Namgook Kim, Geon Hyeong Lee, JinHo Song, Sung Joong Kim\* , ""Preliminary Assessment of Cooling Performance in Small Modular Reactor Metal Containment Vessel According to the Filling Gas Types"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Won Jun Choi, Jae Hyung Park, Seung Gyu Hyeon, Jinho Song, and Sung Joong Kim, ""Experimental Investigation on Helium Drag Effect on the Natural Circulation Enhancement for Passive Molten Salt Fast Reactor (PMFR)"", The 14th International Topical Meeting on Nuclear Reactor Thermal-Hydraulics, Operation and Safety (NUTHOS 14), Vancouver, Canada, August 25-28, 2024",
2024,"Chang Hyun Song, JinHo Song, Sung Joong Kim, “MELCOR Analysis of Accident Mitigation Capability of Flooding Safety System in Korean i-SMR under hypothetical Loss of Coolant Accident ”, 2024 International Congress on Advances in Nuclear Power Plants (ICAPP), Las Vegas, USA, June 16–19, 2024",
2024,"Yun Sik Cho, Hyo Jun Ahn, Do Won Lee, Sung Joong Kim, “Preliminary Experiment for Validation of Fission Product Flotation System in Passive Molten Salt Fast Reactor”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Won Jun Choi, Jae Hyung Park, Seung Gyu Hyeon, JinHo Song, Sung Joong Kim, “Sensitivity Assessment of Gas Injection Effect on the Natural Circulation Performance through Adiabatic Two-Phase Experiment ”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Ye Hwan Chun, Sang Mo An, Sung-Il Kim, Yun Sik Cho, Juhyeong Lee, Won Jun Choi, Jihun Im, JinHo Song, Sung Joong Kim, “Preliminary CFD Analysis of Spreading and Solidification of FLiNaK and KCl-UCl3”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Se Hee Kwon, Won Jun Choi, Chang Hyun Song, JinHo Song, Sung Joong Kim, “Performance Evaluation of Conceptual Hybrid Safety Injection Tank under SBO Accident by Using MELCOR Code”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Geunyoung Byeon, Hyo Jun An, Chang Hyun Song, JinHo Song, Sung Joong Kim, “Feasibility Analysis of Cooling Performance of Passive Containment Cooling System Applicable for OPR1000”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Joon Young Bae, JinHo Song, Chang Hyun Song, Injae Kim, Sung Joong Kim, Jeong Ik Lee, Miro Seo, Tae-Young Shin, “Autoregressive Multivariate Time Series Forecasting of Total Loss of Component Cooling Water Accident Sequences Calculated by Modular Accident Analysis Program, Inspired by Video Prediction Methods Using Deep Learning”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Beomjin Jeong, Geon Hyeong Lee, Geunyoung Byeon, Namgook Kim, Sung Joong Kim, “An Experimental Study on the Effect of Thermal Radiation Shielding within a Metal Containment Vessel of Small Modular Reactors”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Jihun Im, Jae Hyung Park, Won Jun Choi, Sung Joong Kim, “Preliminary Design of System-integrated Heat Exchangers for Passive Molten Salt Fast Reactor”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Jae Hyung Park, Hyo Jun An, Jihun Im, Hongsik Kim, JinHo Song, Sung Joong Kim, “Development of Long-term Safety Assessment Methodology for Multi-Module SMR by Using Simplified Model of Flooding Safety System”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Cheolwoong Kim, Joon Young Bae, Chang Hyun Song, JinHo Song, Joongoo Jeon, Sung Joong Kim, “Preliminary Analysis for Applicability of Physics Informed Neural Networks (PINNs) on Water Flow Analysis in Tanks”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Juhyeong Lee, Yonghee Kim, Sangtae Kim, Sung Joong Kim, “Impact of Reactor Height on Natural Circulation Performance and Thermal Characteristics in Passive Molten Salt Fast Reactors”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Seung Gyu Hyeon, Jae Hyung Park, Hyo Jun An, JinHo Song, Sung Joong Kim, “Sensitivity Assessment of Natural Circulation SMR Applicable to Maritime Ships Using MARS-KS code”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Hyo Jun An, Jae Hyung Park, JinHo Song, Sung Joong Kim, “Sensiticity Analysis for Metal Containment Vessel Wall Thickness to Accommodate Flooding Safety System using MELCOR Code.”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Chang Hyun Song, JinHo Song, Sang Ho Kim, Jaehyun Ham, Sung Joong Kim, “Preliminary MELCOR analysis of i-SMR under hypothetical loss of coolant accident”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2024,"Yongjun Lee, Chang Hyun Song, Joonyoung Bae, JinHo Song, Sung Joong Kim, “Effect of Thermal-hydraulic Coupling on the Fission Products Behavior by Using SIRIUS Modules in CINEMA Code”, Transactions of the Korean Nuclear Society Spring Meeting, Jeju, Korea, May 8–10, 2024",
2023,"Jihun lm, Jae Hyung Park, Won Jun Choi, Sangtae Kim, Younghee Kim, Youngsoo Yoon, Sung Joong Kim, ""Preliminary Analysis and Design of the Heat Exchangers for the Passive Molten Salt Fast Reactor (PMFR)"", The 10th Korea-China Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-10), Jeju, Korea, November, 2023.",
2023,"Juhyeong Lee, Won Jun Choi, Younghee Kim, Sangtae Kim, Minseop Song, Sung Joong Kim, ""Transient Simulation of Natural Circulation in a Passive Molten Salt Fast Reactor (PMFR) Using OpenFOAM"", The 10th Korea-China Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-10), Jeju, Korea, November, 2023.",
2023,"Seung Gyu Hyeon, Jae Hyung Park, Hyo Jun An, Sung Joong Kim, ""Feasibility Assessment of Natural Circulation SMRs Behavior Applicable to Nuclear Submarine"", The 10th Korea-China Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-10), Jeju, Korea, November, 2023.",
2023,"Yongjun Lee, Chang Hyun Song, Joon Young Bae, JinHo Song, Sung Joong Kim, ""Sensitivity Analysis on Aerosol-Related Variable of SIRIUS Module for Deriving CINEMA Code Uncertainty Variables"", The 10th Korea-China Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-10), Jeju, Korea, November, 2023.",
2023,"Geunyoung Byeon, Beomjin Jeong, Namgook Kim, Geon Hyeong Lee, Sung Joong Kim, ""Preliminary Investigation of Cooling Performance According to the Type of Filling Gas for application of Metal Containment Vessel design in Small Modular Reactor development"", The 10th Korea-China Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-10), Jeju, Korea, November, 2023.",
2023,"Beomjin Jeong, Geunyoung Byeon, Namgook Kim, Geon Hyeong Lee, Sung Joong Kim, ""Experimental study of Radiative Heat Transfer with Radiation Shielding for application of Metal Containment Vessel design in Small Modular Reactor development"", The 10th Korea-China Workshop on Nuclear Reactor Thermal-Hydraulics (WORTH-10), Jeju, Korea, November, 2023.",
2023,"Geunyoung Byeon, Beomjin Jeong, Namgook Kim, Geon Hyeong Lee, Sung Joong Kim, ""Preliminary Study of Cooling Performance on Metal Containment Vessel design with Thermal Radiation Shielding for Application of Small Modular Reactor Development”, Transactions of the Korean Nuclear Society Autumn Meeting Gyeongju, Korea, October, 2023.",
2023,"Chang Hyun Song, Jae Hyung Park, and Sung Joong Kim, “Feasibility Analysis of Flooding Safety System of I-SMR with code”, 20th International Topical Meeting on Nuclear Reactor Thermal Hydraulics (NURETH-20), Washington D.C., USA, August, 2023.",
2023,"Namgook Kim, Beomjin Jeong, Geunyoung Byeon, Sung Joong Kim, “Subcooling on flow boiling critical heat flux enhancement of Cr-coated tube under low pressure”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Chang Hyun Song, Jae Hyung Park, Sung Joong Kim, “MELCOR Analysis for Core Coolability by Flooding Safety System Applicable for i-SMR”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Jae Hyung Park, Nam Gook Kim, Jihun Im, Hyo Jun An, Sung Joong Kim, “Effects of Truly Optimized PWR Lattice core design on Reactor Power and Critical Heat Flux in a Natural Circulation Small Modular Reactor”, Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
2023,"Yun Sik Cho, Jae Hyung Park, Jihun Lim, Juhyeong Lee, Wonjun Choi, Sung Joong Kim, ""Feasibility Evaluation of the Passive Molten Salt Fast Reactor (PMFR) Concept: A Parametric Sensitivity Analysis of Helical Coil Heat Exchangers and Supercritical Carbon Dioxide Power Conversion Systems"", Transactions of the Korean Nuclear Society Spring Meeting Jeju, Korea, May, 2023.",
