year,citation,url
2016,"Hong Hyun Son, Uiju Jeong, Gwang Hyeok Seo, Sung Joong Kim. ""Oxidation effect on the pool boiling critical heat flux of the carbon steel substrates."" *International Journal of Heat and Mass Transfer*, **93**, pp.1008-1019, 2016",https://www.sciencedirect.com/science/article/pii/S0017931015304695
2016,"Yongjae Lee, Wonjun Choi, Seungwon Seo, Hwan-Yeol Kim, Sung Joong Kim, “Development of safety injection flow map associated with target depressurization for effective severe accident management of OPR1000”, Journal of Nuclear Science and Technology, Vol. 53, No. 10, pp. 1502-1512, 2016",https://www.tandfonline.com/doi/full/10.1080/00223131.2015.1127184
2016,"Uiju Jeong, Tae-Joon Kim, Yun Ho Kim, Hong Hyun Son, Gwang Hyeok Seo, Sung Joong Kim. ""Numerical evaluation of SmCo permanent magnet flowmeter measuring sodium flow in a low flow rate regime using FLUENT/MHD module."" Journal of Nuclear Science and Technology, Vol. 53, 2, pp. 173-183, 2016",https://www.tandfonline.com/doi/full/10.1080/00223131.2015.1029555
2016,"Doyoung Shin, Uiju Jeong, Gyoodong Jeun, and Sung Joong Kim, ""CFD Analysis of Natural Convection Flow Characteristics of Various Gases in the Spent Fuel Dry Storage System,"" The KSFM Journal of Fluid Machinery, Vol. 19, No. 4, pp. 19-28, 2016",https://www.koreascience.or.kr/article/JAKO201625058598075.page
2015,"Gwang Hyeok Seo, Gyoodong Jeun, and Sung Joong Kim. ""Pool boiling heat transfer characteristics of zircaloy and SiC claddings in deionized water at low pressure."" *Experimental Thermal and Fluid Science,* **64,** pp.42-53, 2015",https://www.sciencedirect.com/science/article/pii/S0894177715000254
2015,"Seungwon Seo, Yongjae Lee, Seongnyeon Lee, Hwan-Yeol Kim, Sung Joong Kim “Effectiveness and adverse effects of reactor coolant system depressurization strategy with various severe accident management guidance entry conditions for OPR1000”, *Journal of Nuclear Science and Technology*, **52**, 5, pp.695-708, 2015.",https://www.tandfonline.com/doi/abs/10.1080/00223131.2014.978407
2015,"Gwang Hyeok Seo, Hayoung Hwang, Jongwoong Yoon, Taehan Yeo, Hong Hyun Son, Uiju Jeong, Gyoodong Jeun, Wonjoon Choi, Sung Joong Kim “Enhanced critical heat flux with single-walled carbon nanotubes bonded on metal surfaces”, *Experimental Thermal and Fluid Science*, **60**, pp. 138-147, 2015.",https://www.sciencedirect.com/science/article/pii/S0894177714002143
2015,"Gwang Hyeok Seo, Hong Hyun Son, Sung Joong Kim “Numerical analysis of RBHT reflood experiments using MARS 1D and 3D modules”, *Journal of Nuclear Science and Technology*, **52**, 1, 70-84, 2015.",https://www.tandfonline.com/doi/full/10.1080/00223131.2014.932722
2014,"Sung Joong Kim, David Carpenter, Gordon Kohse, Lin-wen Hu “Hydride fuel irradiation in MITR-II: Thermal design and validation results”, *Nuclear Engineering and Design*, **277**,*1*, PP. 1-14, 2014.",https://www.sciencedirect.com/science/article/pii/S002954931400346X
2014,"Seongnyeon Lee, Kwang Soon Ha, Hwan-Yeol Kim., Sung Joong Kim “Validation of RCS depressurization strategy and core coolability map for independent scenarios of SBLOCA, SBO, and TLOFW”, *Journal of Nuclear Science and Technology*, **51**, *2*, pp.181, 2014.",https://www.tandfonline.com/doi/full/10.1080/00223131.2014.854713
2013,"Yun Ho Kim, Jengsoo Kang, Doh-Yun Jang, Jae Bum Son, Yong-Kyun Kim, Sung Joong Kim. “Analysis of the ambient dose variation due to cosmic rays in Daejeon by using a neutron monitor”, *Journal of the Korean Physical Society*, **63**, *11*, pp.2262, 2013.",https://link.springer.com/article/10.3938/jkps.63.2262
2013,"Sung Joong Kim, Hyungdae Kim “Boiling heat transfer of nanofluids - Special emphasis on critical heat flux”, *Recent Patents on Nanotechnology*, **7**, *3*, pp.184-197, 2013.",https://www.ingentaconnect.com/content/ben/nanotec/2013/00000007/00000003/art00002
2013,"Jeongsoo Kang, Yunho Kim, Jae Bum Son, Doh Yun Jang, Yong-Kyun Kim and Sung Joong Kim, “Comparing Hadronic Models of GEANT4 for the Neutron Monitor Response Function”, *Journal of the Korean Physical Society*, **Vol. 63**, No. 6, pp. 1228∼1233, 2013.",https://link.springer.com/article/10.3938/jkps.63.1228
2013,"Uiju Jeong, Yun Ho Kim, Jong-Man Kim, Tae-Joon Kim, Sung Joong Kim, “Experimental evaluation of permanent magnet probe flowmeter measuring high temperature liquid sodium flow in the ITSL”, *Nuclear Engineering and Design,* **265,** pp.566-575, 2013.",https://www.sciencedirect.com/science/article/pii/S0029549313005153
2013,"Sung Joong Kim, L. W. Hu, F. Dunn, “Thermal-Hydraulic Analysis for High Enrichment Uranium (HEU) and Low Enrichment Uranium (LEU) Transitional Core Conversion of the MIT Research Reactor"", scheduled for publication in *Nuclear Technology*, **Vol. 182**, 3, pp.315-334, 2013.",https://www.tandfonline.com/doi/abs/10.13182/NT12-81
2010,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Subcooled Flow Boiling Heat Transfer of Dilute Alumina, Zinc Oxide, and Diamond Nanofluids at Atmospheric Pressure”, Invited for publication in *Nuclear Engineering and Design*, **Vol. 240**, pp. 1186-1194, 2010.",https://www.sciencedirect.com/science/article/pii/S0029549310000725
2009,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Experimental Study of Flow Critical Heat Flux in Alumina-Water, Zinc-oxide-Water and Diamond-Water Nanofluids”, *Journal of Heat Transfer*, **Vol. 131**, pp. 043204:1-7, 2009.",https://asmedigitalcollection.asme.org/heattransfer/article-abstract/131/4/043204/467745
2009,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Enhancement of Flow Boiling Critical Heat Flux (CHF) in Alumina/Water Nanofluids”, *Advanced Science Letters*, **Vol. 2**, pp. 100-102, 2009.",https://www.ingentaconnect.com/contentone/asp/asl/2009/00000002/00000001/art00018
2008,"Sung Joong Kim, T. McKrell, J. Buongiorno, L. W. Hu, “Alumina Nanoparticles Enhance the Flow Boiling Critical Heat Flux of Water at Low Pressure”, *Journal of Heat Transfer*, **Vol. 130**, 044501 – 03, 2008.",https://asmedigitalcollection.asme.org/heattransfer/article-abstract/130/4/044501/439622
2008,"J. Buongiorno, L. W. Hu, Sung Joong Kim, R. Hannink, B. Truong, E. Forrest, “Nanofluids for Enhanced Economics and Safety of Nuclear Reactors: an Evaluation of the Potential Features, Issues, and Research Gaps”, *Nuclear Technology*, **Vol. 162**, pp. 80-91, 2008.",https://www.tandfonline.com/doi/abs/10.13182/NT08-A3934
2007,"Sung Joong Kim, I. C. Bang, J. Buongiorno, L. W. Hu, “Surface Wettability Change during Pool Boiling of Nanofluids and its Effect on Critical Heat Flux”, *International Journal of Heat and Mass Transfer*, **Vol. 50**, 4105-4116, 2007.",https://www.sciencedirect.com/science/article/pii/S0017931007001160
2007,"Sung Joong Kim, I. C. Bang, J. Buongiorno, L. W. Hu, “Study of Pool Boiling and Critical Heat Flux Enhancement in Nanofluids”, *Bulletin of the Polish Academy of Science*, **Vol. 55**, No. 2, 211-216, 2007 (Invited paper).",https://scholar.google.com/scholar?hl=ko&as_sdt=0%2C5&q=Study+of+Pool+Boiling+and+Critical+Heat+Flux+Enhancement+in+Nanofluids&btnG=
2006,"Sung Joong Kim, I. C. Bang, J. Buongiorno, L. W. Hu, “Effects of Nanoparticles Deposition on Surface Wettability Influencing Boiling Heat Transfer in Nanofluids”, *Applied Physics Letter*, **Vol. 89**, 153107, Issue 15, 2006. **(Selected for the October 23, 2006 issue of the Virtual Journal of Nanoscale Science & Technology)**",https://aip.scitation.org/doi/abs/10.1063/1.2360892
2006,"Y. H. Kim, Sung Joong Kim, K. Y. Suh, J. L. Rempe, F. B. Cheung, S. B. Kim, “Internal Vessel Cooling Feasibility Attributed by Critical Heat Flux in Inclined Rectangular Gap”, *Nuclear Technology*, **Vol. 154**, pp. 13-40, 2006.",https://www.tandfonline.com/doi/abs/10.13182/NT06-A3715
2005,"Y. H. Kim, Sung Joong Kim, J. J. Kim, S. W. Noh, K. Y. Suh, J. L. Rempe, F. B. Cheung, S. B. Kim, “Visualization of Boiling Phenomena in Inclined Rectangular Gap”, *International Journal of Multiphase Flow*, **Vol. 31**, pp. 618-642, 2005.",https://www.sciencedirect.com/science/article/pii/S0301932205000054
